bedrooms,sqft_living,sqft_lot,floors,sqft_above,price
2,2210,6327,1,2210,802000
3,2180,7519,1,1310,568500
3,1410,1290,2,1290,391000
3,1950,3600,2,1950,298000
3,1495,936,3,1405,400000
3,1660,6000,1,1110,425000
3,1950,8130,2,1950,328500
5,2550,5040,1.5,2550,650000
3,1370,3850,1,770,850000
4,2200,4000,2,1430,930000
3,1250,6041,1.5,1250,530000
4,2220,8872,1,1110,495000
3,1620,4200,1,830,500000
3,2250,26337,1,2250,325000
3,1720,99916,2,1720,365000
4,3030,9687,2,2020,471000
3,1030,9120,1,1030,223000
3,2190,4882,2,2190,503000
3,1440,5600,1,720,230000
4,2170,9600,1,1460,550000
4,2930,3200,1.5,2130,1100000
3,1180,9048,1,1180,193000
4,2360,57514,2,2360,590000
3,1660,8797,1,1660,712500
3,2390,9313,1,1390,689800
3,1360,5120,1.5,910,430000
3,1840,3500,1.5,1540,785200
3,1800,43647,1,1800,474900
4,4130,12320,2,4130,1070000
3,2220,132858,1,1110,435000
5,3490,9680,2,2460,941500
4,1830,5175,2,1830,312000
4,1550,4000,1.5,1550,835000
3,2050,9000,1,2050,713250
2,1230,6600,1,1130,440000
4,3150,5886,2,3150,580135
3,3800,33825,1,3330,575000
3,1350,3068,2,1350,613000
3,1530,8700,1,1530,235000
3,2290,2798,3,2290,660000
2,1480,15641,1,1480,280000
3,1970,10270,1,1970,268000
2,720,4840,1,720,235000
3,1080,7236,1,1080,390000
4,2790,45902,2,2790,654950
5,2040,7488,1,1200,449500
3,1320,8220,1,1320,150000
3,1680,57063,2,1680,440000
3,2140,4923,1,1070,710000
3,1660,9600,1,1380,420000
3,1540,5338,1,770,312000
3,1880,10758,1,940,320000
3,1250,15603,1,1250,235000
5,2120,137565,1.5,2120,437000
3,1810,3000,1.5,1810,545000
3,2370,11172,2,2370,640000
3,1970,4036,2,1970,432000
3,2110,4099,2,2110,548000
3,2080,10521,1.5,2080,830000
4,3720,12384,1,1860,875000
2,1370,5125,1,1370,409950
4,2961,12146,2,2961,695000
3,2090,12112,2,2090,562100
3,2600,7210,2,2600,475000
3,1870,9000,1,1440,425000
4,2620,9873,2,2620,600000
3,2430,54059,2,2430,770000
3,1340,16480,1,1340,239000
2,1170,10621,1,1170,295000
3,2000,10182,1,1400,560000
5,2070,12000,1,1340,613000
4,4590,9150,2,3490,960000
5,2550,4623,2.5,2550,847000
3,1060,9600,1,1060,206000
2,1220,5000,1,860,253000
4,1790,7203,1,1110,430000
3,2060,4040,1,1120,605000
2,1140,1182,3,1140,425000
4,2870,12648,2,2870,720000
6,2550,33740,1,1750,375900
4,2790,10125,1.5,2790,1298000
3,1110,7962,1,1110,210000
2,940,5375,1,940,234000
3,2880,18296,1,1580,285000
3,1200,4800,1,1200,400000
3,1030,4958,1,1030,718000
2,1240,2689,2,1240,174500
3,1200,9566,1,1200,222400
3,2780,4002,2,2780,402500
3,1765,7652,2,1765,250000
4,1960,14242,1,1290,600000
2,2680,11214,1,2680,930000
3,1410,7622,1,1410,272500
4,2240,3712,2,2240,363990
4,3120,7644,2,3120,575000
3,1450,4706,2,1450,400000
3,2340,5002,2,2340,427874
5,2481,4045,2,2481,309000
3,1530,1602,2,1140,320000
3,1250,7500,1,1250,390000
1,560,12120,1,560,299000
4,2200,7475,1,1100,375000
3,1460,10584,1,990,240500
3,1650,9380,1,1130,320000
5,3200,17204,1,2160,1270000
3,2560,41346,2,2560,658588
3,2080,4252,1.5,1550,270000
3,1070,7140,1,1070,327500
3,2190,12626,2,2190,340000
3,2060,15837,1.5,2060,200000
3,2640,8000,1,1320,1025000
3,1720,8755,1,1000,275000
5,3880,13885,2,2540,1126000
2,960,4920,1,960,280000
3,2340,59058,1,2340,485000
3,2660,13367,2,2660,1901000
3,2090,4725,2,1610,865000
3,1820,4910,2,1820,532000
4,2310,8030,2,2310,364950
3,920,14400,1,920,212500
1,790,13062,1,790,135000
2,1500,6800,1,910,437000
3,1240,11108,1,1240,390000
4,2730,36183,2,2730,760000
3,1170,11000,1,1170,119500
5,3410,9088,2,2760,2400000
4,2700,9320,2,2700,837500
4,1650,7800,1,1650,327500
2,670,2378,1,670,175000
3,1670,7757,1,1670,289950
3,1530,10731,1,1530,400000
3,1500,7615,1,1150,219950
4,1720,7200,1,1220,161700
5,2920,11440,2,2920,500000
3,910,4500,1,910,465000
3,1050,4160,1,1050,540000
3,1540,7800,1,1540,525000
3,1210,7440,1,1210,324950
5,2650,11455,1,1400,565000
3,1990,3990,1,1130,760500
5,2660,8737,1,1470,1100000
4,4060,9734,1,2150,603500
5,2300,23345,1,1170,453500
6,2630,16411,1,1650,583000
2,770,8149,1,770,275000
4,3790,10669,2,3790,875000
4,2540,7210,1,1600,335000
4,2500,8500,1,1600,646000
4,2150,7303,2,2150,392500
3,1670,9600,1,1670,785000
3,1800,12669,1,1800,470000
3,2070,12708,2,2070,560000
2,830,2820,1,830,519000
3,2370,9619,1,1650,746000
3,1010,5400,1,1010,317000
3,1420,4500,1,1420,371000
4,2120,8701,1.5,2120,250000
4,2020,7029,1,1430,532000
3,1520,2208,2,1040,499950
2,820,6250,1,820,375000
3,1690,1553,2.5,1690,640000
3,2260,11305,1,1130,400000
3,1830,7897,1,1290,572000
3,1350,11150,1,1110,310000
5,3280,4000,2,2440,989000
4,2770,45514,2,2770,685000
4,2770,8642,2,2770,907500
4,2460,5091,2,2460,427500
3,4720,32467,2,3190,860000
2,1250,8100,1,1250,365000
3,1710,7225,2,1710,250500
3,1840,5101,1,1040,411715
4,2000,5962,2,2000,415000
1,650,15364,1,650,129000
3,1020,9072,1,920,489000
2,1500,18540,1,1500,170000
3,2060,4399,2,2060,418500
3,1810,29308,1,950,261000
6,3810,28176,1,3810,2005000
2,1650,4000,1,950,355000
3,1540,704,3,1540,742000
3,2080,5244,1,1190,399950
3,2430,5500,2,1810,791000
5,1750,10284,1,1750,190000
3,1770,33224,1,1770,229500
3,1710,2300,2,1570,539000
4,2740,88426,2,2740,549000
5,2730,17240,1,1660,545000
3,2437,5136,2,2437,285000
4,3290,6203,2,3290,648000
4,2910,5260,2,2910,610000
3,1630,7599,1,1630,767450
4,4410,5104,2,3400,765000
3,1780,1487,3,1600,586500
3,1540,1487,2,1540,520000
3,1420,1189,3,1420,455000
3,2680,9750,1,1610,653000
3,1750,9750,1,1350,279950
3,2170,4912,2,2170,449950
3,2390,9966,1,1360,565000
4,2400,5350,1.5,1460,620000
3,1690,4250,1,1020,269000
3,3250,6000,2,2500,875000
4,4610,40202,1,2500,630000
4,2440,15349,2,2440,425000
3,1290,3870,1,1290,647500
4,2000,4676,1.5,1250,450000
3,1050,7500,1,1050,440000
4,2340,3784,2,2340,445000
4,2210,7665,2,2210,530000
5,2920,5568,2,2320,875000
3,3150,219978,2,3000,685000
3,3590,6402,2,3590,798000
4,1910,5000,2,1910,297500
4,3110,35235,2,3110,749950
5,2440,4750,1,1450,495000
4,1330,8400,1.5,1330,540000
3,1460,22651,1,1460,395000
6,3902,3880,3,2782,1300000
5,5180,17811,2,4070,1075000
2,1150,2064,2,1150,214100
4,1920,10403,1,1370,210000
3,2520,53143,1.5,2520,499500
2,970,3400,1,970,546000
5,2490,7666,1,1490,292000
3,1680,8424,1,1680,289000
3,1150,4825,1,1150,240000
4,1980,7931,1,1160,395000
4,2070,13084,1,1700,795000
4,5660,193593,2,4100,955000
4,2420,10962,1,1530,725000
4,2610,4781,2,2610,335000
4,2810,10840,2,2070,492000
3,1510,10384,1,1030,250000
3,1910,4800,1,1080,700000
3,1700,51649,1.5,1700,545000
4,2020,10720,1,1420,555000
3,2340,4206,1,1170,640000
3,1463,868,3,1463,390000
3,1430,3840,1,950,466500
3,1180,12324,1,800,372500
5,4400,15580,2,3390,1800000
3,1610,6176,2,1610,255000
3,1480,14250,2,1480,466800
3,2670,10338,2,2670,749000
4,1830,29110,2,1230,610000
2,920,4095,1,920,356000
3,1150,19200,1,1150,165000
2,1190,7408,1,830,229000
4,4160,35654,2,2760,530000
3,2370,12753,2,2370,499950
4,1660,3800,1.5,1660,619000
3,1480,8381,1,1480,547000
4,2390,6426,2,2390,359800
3,1690,1432,2,1360,499000
3,1010,7560,1,1010,189000
4,3500,8547,2,2500,799000
4,2330,7642,1,1800,257000
3,1890,9450,1,1090,270000
4,2000,6032,1,1300,453500
3,1130,10650,1,1130,237000
4,1670,9886,1,1670,456000
3,2600,5540,2,2600,355500
4,1560,31299,1,1560,299950
3,1170,5360,1,1170,335000
4,2100,4237,2,2100,268500
3,1710,11500,1,1210,385000
4,2420,5773,2,2420,376000
4,1370,4000,2,1370,605004
4,2660,3900,1.5,1480,886000
4,2260,3713,2,2260,560000
4,2070,4500,2,2070,343000
4,4670,43950,2,4670,1415000
3,1500,13500,1,1500,270000
4,2658,3960,2,2658,411605
4,2700,5150,2,2700,550000
3,1530,1245,2,1050,465000
3,1480,1485,2,1280,584000
3,1390,1080,2,1140,275000
3,1660,3990,2,1660,324500
3,2050,4185,2,2050,700000
4,1550,7740,1.5,1550,385200
4,1900,8600,1,1900,270000
4,2820,6180,2,2050,735000
2,1490,4080,1,930,389250
3,1750,12500,1,1150,315000
4,2040,6034,2,2040,545000
3,1900,5000,1.5,1640,550000
3,1910,12596,1,1340,415000
3,1560,14333,1,1560,387500
3,1470,6250,1,1070,432000
3,2700,9994,1,1350,402000
4,3450,11240,2,2430,1035000
3,1970,9600,1,1300,294700
3,2670,12187,2,2670,744000
3,2550,13458,2,2550,715000
4,1720,4011,1.5,1720,500000
4,4270,6002,2,3180,1300000
3,2170,16600,1,1130,1150000
4,2840,9354,2,2840,650000
4,3270,50994,2,2720,435000
3,1480,7040,1,1480,510000
5,2440,8000,1,1240,525000
4,2880,5750,1.5,1710,920000
2,1730,9610,1,1380,200000
2,1260,4080,1.5,1260,435000
4,2230,9900,1.5,2230,809950
2,2460,16940,1.5,1930,1370000
4,2050,94525,1,1250,455000
3,2030,2805,2,1720,471000
2,810,4800,1,810,253500
3,1840,8100,1,920,185000
3,1730,40250,2,1730,535500
2,2280,6815,1,2280,835000
4,2630,6326,2,2630,589500
3,2270,23900,1,1820,680000
3,1020,7020,1.5,1020,360000
4,1990,2175,2,1680,595000
4,2680,15508,2,2680,300000
3,1980,3300,1.5,1140,660000
3,2400,6975,2,2400,570000
2,780,5000,1,780,285000
3,980,5000,1,980,435000
3,1210,103237,1,1210,160000
5,4600,19831,1,2300,805000
3,1480,1961,2,1480,450000
4,1320,14250,1,1320,510000
5,4400,18500,1,2250,1120000
4,3010,3600,2,2370,1280000
3,2260,9568,1,1780,539000
4,1880,14653,2,1880,407193
3,1370,9900,1,1370,320000
4,2720,3800,2,1800,739000
2,1740,5400,1,990,452000
4,2560,5593,2,2560,600000
5,2690,5557,2,2690,279000
4,3240,5562,2,3240,895000
4,2430,4747,2,2430,585000
2,1405,1073,2,1140,405000
5,3030,7679,2,3030,837219
4,4150,8436,2,4150,969990
3,1730,2940,3,1730,490000
6,3820,53173,1,2040,611000
4,3070,6432,2,3070,462000
4,1780,4169,2,1780,540000
4,1811,4381,2,1811,260000
4,2450,62290,2,2450,510000
3,2300,7398,2,2300,567500
2,1440,3225,1,960,445000
4,2370,9360,2,2370,684680
4,4420,7850,2,3150,2700000
3,1300,3550,1.5,1300,455000
5,2870,4369,2,2090,540000
3,3400,7200,2,2470,530000
3,1410,5060,1,910,410000
3,1640,13500,1,1110,450000
4,3190,7399,2,3190,609900
4,2380,13435,2,2380,648000
3,2260,4165,2,2260,550000
3,1240,8050,1,1240,347000
5,4220,26784,1,2110,1635000
4,4250,19387,2,3260,1339000
3,1860,7963,1,1200,288350
3,2850,10474,1,1730,1150000
3,2470,36445,2,2470,525000
3,2210,8000,2,2210,250250
4,1920,7665,1,1500,341000
4,3150,7778,2,3150,700000
4,2700,7875,1.5,2700,390000
3,2190,7149,1,1240,539950
2,1380,951,3,1380,552000
5,2520,5753,1.5,1510,250000
3,1300,8800,1,1300,502000
4,2220,6500,2,2220,480000
2,730,7528,1,730,378500
4,3300,15907,2,3300,1350000
4,4130,112521,2,4130,1900000
3,2670,47480,2,2670,605000
4,1980,5909,2,1980,307550
2,740,5995,1,740,304700
3,2050,3520,1,1070,568000
3,1230,7500,1,1230,385000
3,1210,1420,3,1210,345000
3,1890,7200,1,1230,435000
2,1870,6275,1,1870,579000
3,1330,6301,1,1330,236000
3,1590,35988,1,1590,305100
3,1710,10800,1,1710,368000
2,1200,9000,1,1200,255000
2,1140,5100,1,1140,400000
3,2240,8153,1,1120,440000
2,920,6600,1,920,417000
2,800,5000,1,800,435000
4,1980,11443,1,1980,475000
4,2800,12831,2,2800,563500
3,1680,35127,2,1680,285000
4,2330,9928,2,2330,471000
4,2240,9886,1.5,2240,500000
3,2140,8925,2,2140,640000
4,2170,14024,2,2170,442500
3,1150,8686,1,1150,213400
4,2030,3905,1.5,1630,831000
3,1350,11805,1,1350,325000
2,910,4635,1,910,425000
4,2700,5100,1,1440,550000
4,3730,15029,2,2440,599950
4,2740,16007,2,2740,1225000
4,2050,5000,2,1370,750000
4,2390,4500,2,2390,290000
4,1990,7252,1,1270,270000
4,1300,21000,1,1300,229950
3,1330,8912,1,1330,234999
2,1000,31505,1,1000,265000
4,2190,14937,2,2190,367300
3,1380,3402,1.5,1380,550000
4,2610,33206,2,2610,743700
2,1060,1241,2,960,352750
2,710,1136,2,710,403950
4,2730,4800,1.5,2230,980000
4,2470,131790,2,2470,585000
3,1760,10780,1,1760,554000
3,1530,3464,2,1530,546000
2,1610,158558,1.5,1610,280000
2,1030,21712,1,1030,212500
4,2800,246114,2,2800,739000
3,1310,2550,1,780,428000
4,3160,34560,1,3160,965000
3,2500,8304,2,2500,364900
3,2070,5386,1,1140,559000
4,1980,9000,1,1480,213000
3,2590,7237,2,2590,620000
4,1910,16320,1.5,1910,240000
3,2630,10100,1,1580,852500
3,2630,77972,2,2630,600000
3,1960,4400,2,1960,410000
3,1440,45302,2,1440,328000
3,2210,16200,1,1390,625000
4,2350,63162,2,2350,649950
3,1590,13000,1.5,1590,235000
3,1500,1249,2,1240,489000
3,1900,6224,2,1900,536000
4,2370,3692,2.5,2370,400000
3,1720,1715,2,1240,398000
4,2020,7560,1,2020,379000
2,1340,1210,2,1120,345000
3,1800,2700,2,1800,365000
3,1480,1590,2,1150,315000
4,2750,7807,1.5,2250,571000
5,3760,28040,2,3760,1025000
3,2540,4694,2,2540,695000
3,1760,26055,1,920,225000
3,3000,25341,2,3000,740000
4,1930,9643,2,1930,315000
4,3040,7000,2,3040,1230000
2,860,3880,1,860,420000
3,1420,7650,1,1100,310000
3,2080,3880,1,1160,700000
3,1560,4200,2,1560,269000
4,1960,7133,2,1960,369990
3,1620,4500,2,1620,800000
5,3670,10583,1,2060,569000
6,1930,8400,1,1030,175000
3,1290,1286,3,1290,440000
5,1970,15247,1,1450,435000
3,1540,6909,1,920,345000
4,2180,3870,1,1020,558000
2,1490,224334,1,1490,475000
3,2220,10275,2,1640,490000
3,2430,9133,1,1410,335000
2,1392,43710,1.5,1392,350000
4,1120,2685,1,860,100000
4,1390,10800,1.5,1390,417500
3,2040,7281,1,1020,253000
5,2830,7500,2,2460,1240000
4,3020,8302,2,3020,490000
3,2290,14800,1,1620,470000
4,1210,11100,1,1210,483300
3,2510,6320,2,2510,659000
4,2320,4322,1,1140,480000
3,970,6600,1,970,165000
3,1820,5500,1,1620,659500
3,970,7742,1,970,219900
2,1740,3622,1,950,315000
3,1590,7560,1,1130,250000
2,1380,5000,1,870,268000
4,1680,11123,1,1130,380000
2,1220,3000,1,920,499000
2,1651,18200,1,1651,285000
3,1330,9200,1,1330,183000
3,2940,4622,2,2230,1070000
3,1410,1246,3,1410,429000
2,1100,3598,1,1100,403000
3,1530,7200,1,1530,375500
5,5270,17232,2,4010,1795000
3,2110,5150,1,1080,516200
4,1720,8750,1,860,385000
3,1800,5001,2,1800,515000
4,2210,9427,2,2210,375000
4,2560,9731,2,2560,650000
2,1010,7719,2,1010,306888
4,3340,12248,2,2470,870000
4,1740,11075,1.5,1740,310000
3,1320,7200,1,1320,251750
3,1520,8625,1,1520,366000
3,2010,9480,1,1570,429950
3,2440,3427,2,1990,710000
5,2550,20875,1,1610,895000
3,1010,9450,1,1010,149500
3,1780,6771,1,1230,310000
3,2180,4976,1.5,1680,555000
5,2750,7500,2,2150,750000
4,3490,7024,2,3490,745000
3,2550,45254,2,2550,695000
3,1870,7189,1,1270,433000
4,1150,8184,1.5,1150,307000
3,2050,11856,1,1460,655275
4,1940,6555,2,1940,392000
5,3630,6000,1.5,2470,1180000
3,1890,9100,2,1890,359950
4,1630,10375,1,1630,360000
4,2440,5000,1,1340,566000
5,3100,9825,2,3100,700000
3,2090,6045,2,2090,415000
3,920,9812,1,920,199500
3,1580,5000,1.5,1580,749000
3,1760,8400,1,1460,680000
4,2530,7563,1,1440,400000
4,2490,9714,1,1400,608000
4,3870,35889,2,2530,589900
5,2732,9500,1,1870,480000
5,3230,3825,2,2480,1059500
6,2930,14980,2,2930,915000
4,3510,9364,2,3510,695000
4,2580,3909,2,2580,899900
2,1060,1208,2,940,499950
4,2790,8853,2,2790,533112
4,2009,5000,2,2009,303210
5,2880,8364,2,2880,525000
2,710,1157,2,710,399950
3,2070,13241,1.5,1270,850830
3,1370,8336,1,1370,371500
3,1730,8400,1,1400,522000
4,1680,5000,1,980,588000
2,1350,10096,1,1350,276900
5,1510,9078,1,1510,248000
3,1860,6607,2,1860,280000
6,3440,4500,2,3280,495000
6,4250,4400,2.5,3020,665000
2,860,3874,1,860,290300
2,1640,4080,1,840,527000
2,1295,1093,2,1105,487028
3,1790,27427,1,1130,325000
3,2210,6300,1.5,2210,799000
5,10040,37325,2,7680,7062500
3,940,10368,1,940,354000
3,1160,8906,1,1160,262500
3,1990,3984,2,1990,560200
3,1050,6300,1,1050,220000
2,1030,5750,1,1030,650000
3,1420,2581,3,1420,435000
4,2690,4000,2,2120,800000
4,3760,29224,2,3760,1010000
2,700,4700,1,700,200000
5,2100,5107,2,1410,295000
4,2240,27820,1.5,2240,580379
4,3470,32109,2,3470,875000
3,3370,19585,2,3200,515000
4,2790,230868,2,2790,599000
3,1870,4060,2,1870,285000
3,1520,15090,1,1520,290000
1,750,20339,1,550,355000
3,1460,11407,1,1460,381000
3,2600,7465,2,2600,571000
4,3320,11901,2,2650,852600
5,2340,6000,2,2340,1085000
3,890,7200,1,890,371000
3,1720,5899,1,1220,514000
3,1270,1318,2,1080,386000
4,2180,7203,2,2180,464000
4,2030,13500,1,1230,335000
4,2490,17833,2,1490,740000
4,1470,5350,1,980,465000
3,2500,7378,1,1390,700000
3,4500,21870,2,4500,785000
3,1460,1592,2,1130,350000
1,620,8261,1,620,148000
3,1550,3680,1,1050,530000
3,1430,1002,3,1430,349000
3,1360,9760,1.5,1360,240000
3,2210,7557,2,2210,330000
4,2460,5100,1.5,1450,735000
3,2180,15693,1,1850,545000
3,1570,4875,1,1310,214950
4,4140,24190,2,4140,657500
3,1140,5500,1.5,1140,476000
5,8670,64033,2,6120,2888000
2,800,15000,1,800,110000
4,2414,7693,2,2414,292000
3,1160,8813,1,1160,317000
4,3170,10688,2,3170,455000
5,4210,17258,2,4210,1365000
3,2060,4437,1,1030,460000
3,1640,7201,1,1640,405000
2,720,6686,1,720,333000
4,1860,4736,1.5,1860,427000
4,2810,10986,2,2810,742000
4,2090,9702,1,1320,465000
4,3280,6181,2,3280,809950
4,2090,3610,1.5,1790,619400
3,2430,14607,1,1230,762400
5,2520,49222,2,2520,535000
5,2510,4125,1.5,1590,881000
4,3370,6675,1,1920,813000
3,1640,5280,1.5,1640,234000
3,2250,7294,2,2250,308900
4,2300,19250,1,2300,450000
3,1650,2262,3,1650,547500
2,710,1131,2,710,399950
4,2550,8698,2,2550,516000
2,982,846,2,806,250000
3,1630,2520,2,1630,475000
4,2550,4500,2,2550,415000
2,1240,2150,2,1240,545000
3,2456,7566,2,2456,329950
5,3200,20158,1,1600,1325000
3,3950,111078,1.5,2460,784000
4,2180,7297,2,2180,610750
4,3140,9225,1,1770,578000
4,4030,10800,2,4030,1485000
3,1970,7972,1,1370,501000
5,1940,7642,1.5,1940,465250
5,4860,9453,1.5,3100,2250000
0,3064,4764,3.5,3064,1095000
2,970,5665,1,970,315000
4,2460,44431,1,2460,900000
4,3010,6100,2,3010,789500
3,2460,6600,1,1370,678500
3,2080,11375,1,2080,342500
4,3960,7012,2,3960,860000
4,2490,8124,2,2490,306000
5,2060,6000,2,2060,580000
3,1330,15678,1,900,405000
3,1600,19200,1,1600,510000
2,820,10450,1,820,173000
4,1200,7680,1,1200,210000
3,1050,5664,1,910,445000
3,1910,1501,2.5,1530,585000
3,1800,6000,1,900,381000
3,2060,8640,1,2060,890000
3,1840,9697,1,1500,235000
3,1250,1103,3,1250,480000
2,1510,4032,1.5,1310,575000
4,2300,4600,1.5,1340,350000
4,1490,7560,2,1490,259000
5,2820,4608,1,1450,599000
4,1130,7840,1,1130,210000
4,3200,7500,1.5,1860,1184000
3,1510,5000,1.5,1510,545000
3,1970,7500,2,1970,299995
3,1210,5750,1.5,1210,440000
4,3280,27441,2,3280,699000
3,2420,17859,1,1500,795000
5,2460,6846,1.5,1340,445000
3,1180,11862,1,1180,397990
3,1900,6400,1,1410,706000
3,1651,1779,2,1341,363000
4,2130,11843,2,2130,850000
2,1430,3000,1.5,1300,620000
4,5730,44947,2,4280,1228000
4,1910,9244,1,1910,333000
3,2110,11250,1,2110,743000
2,1630,3780,1,890,448000
4,2470,35073,2,2470,485000
4,2640,31941,1,2640,489950
5,2990,7420,2,2990,498500
3,2120,9736,2,2120,531000
3,2050,6420,1,1730,670000
5,1880,5000,1,1100,310000
3,2790,12523,2,1600,835000
4,3000,7500,2,3000,1688000
4,2140,7245,2,2140,495000
3,1769,9300,1,1769,495000
3,1710,6556,1.5,1200,440000
1,420,6720,1,420,280000
4,3270,35445,2,3270,1070000
4,2370,10858,2,2370,1034500
4,1770,5855,2,1770,248000
4,2210,8465,1,1490,294000
3,1710,4140,2,1710,561000
4,2710,4750,1,1460,656500
3,2340,2970,2,2160,660000
2,1220,17172,1,1220,370000
3,1060,9525,1,1060,349950
2,910,9869,1,910,223000
4,1880,3880,1.5,1090,560000
4,1870,5200,2,1200,594000
3,1480,5400,2,1480,600000
3,1880,7000,2,1880,315000
4,1890,6000,1,1110,430000
3,1560,7392,1,1030,440000
2,1070,1200,2,1070,312500
5,4410,14380,2,4410,1240000
3,1470,1235,2,1180,300000
3,2570,3600,2.5,2570,680000
2,1170,1011,2,1170,336750
5,2320,4960,2,1720,822500
4,2440,9600,2,2440,589000
4,4120,22370,2,4120,863000
2,1440,5680,1,1440,210000
3,1340,11070,1,1340,206135
6,3010,4360,2,2000,1125000
3,1840,8601,1,920,285000
2,930,7550,1,930,230000
4,4070,115434,2,4070,845000
3,1820,9545,1,1230,350000
3,1280,8184,1.5,1280,304000
2,900,4600,1,900,370000
3,1980,13503,1,1320,810000
4,2010,7575,1,1220,440000
4,2750,4800,2,1960,1030000
4,3140,10875,1,1940,775000
5,4200,5800,2.5,2910,1335000
3,1900,8540,1,950,235000
3,1830,3000,1.5,1430,499950
5,3320,23760,2,2190,622500
4,2700,10814,1,1560,300000
3,1290,6566,1,1290,205000
3,1500,8173,1,1500,435000
4,3650,48351,1.5,3650,697000
3,1270,6405,1.5,1270,153000
4,2630,39000,2,2630,454000
2,1800,26615,1,1240,345000
3,1870,2807,1.5,1580,585000
4,2540,6365,2,1870,380000
4,1930,8660,1,1120,250600
4,2770,13500,2,2770,890000
4,2220,5338,2,2220,370000
3,1650,9957,1,1100,369500
4,3670,54450,2,3670,883000
4,3770,35081,2,3770,950000
3,2350,20820,1,1800,615000
3,1210,5240,1,610,305000
4,2010,7972,2,2010,590000
3,1580,6065,2,1580,485000
2,710,7200,1,710,215000
3,1910,5040,1.5,1910,430000
4,1880,7965,2,1880,324900
2,2280,641203,2,2280,849900
5,3100,10014,1,1660,975000
5,2350,4000,2,2350,910000
3,1850,6869,1,1100,459950
3,2070,8337,2,2070,325000
4,2020,7070,1,1010,513000
3,1580,12177,1,1200,475000
4,2690,7947,2,2690,419000
4,2420,10285,1,1700,760000
5,2540,6660,2,2340,1120000
2,1150,30184,1,1150,129000
5,3210,12000,1,1830,725000
3,2040,4627,2,2040,580000
3,1920,4833,1,1060,385000
4,1900,10588,1,1900,265000
3,4310,32093,1.5,2510,1735000
3,1070,1155,2,720,330000
4,2790,43091,2,2790,665000
3,2860,4442,2,2860,799000
3,2250,8800,1,1250,589000
2,3170,3000,2,1990,1695000
3,1460,7200,1,1260,538000
3,1540,3399,1.5,1200,530100
3,2910,6600,2,1920,718500
3,1180,13927,1,1180,299000
3,1640,7437,1,1090,556000
4,1520,19672,1,1020,171000
5,3610,9775,2,3610,540000
3,1400,3814,2,1400,250000
4,3200,3250,2,2670,795000
3,1384,1287,2,1144,575000
3,1410,1287,2,1290,379500
4,2050,5276,2,2050,385000
4,1750,4779,2,1750,415500
3,1510,6710,1,1070,397500
3,1930,7214,2,1930,530000
4,2960,41656,2,2960,883000
5,2920,11880,1,1660,850000
2,1980,5000,1,1090,496752
3,1430,8865,1,1430,330000
4,2450,4187,2,2450,735000
4,2360,4924,2,2360,525000
3,1890,4838,2,1730,269950
3,2140,9484,1,1290,650000
3,1900,8100,1,950,520500
4,2700,9122,2,2700,652500
5,2430,8000,1,1370,506000
3,1110,12150,1,1110,416000
4,2280,15347,1,2280,500000
3,1550,4708,1,860,460000
3,1530,8925,1,1530,371025
4,2440,28405,2,2440,576000
4,1760,9602,2,1760,353500
4,3040,5000,2,2080,1735000
3,1070,8100,1,1070,183000
3,1990,5560,1,1100,763101
2,1090,4000,1,970,460000
4,1890,6938,1.5,1890,825000
3,1000,9150,1,1000,265000
3,1770,8235,1,1030,295000
4,2360,6250,1,1460,418000
3,3380,108900,2,2700,554000
3,1700,3150,2,1700,534500
2,1600,4000,1,850,690000
4,2050,6360,2,2050,530000
2,1210,1040,2,1210,357186
5,1940,6355,1,1200,300000
4,1810,8750,1,1110,304000
4,1690,4080,1,870,385000
4,1800,2970,1,1000,415000
4,3280,6603,2,3280,963000
4,4290,175421,2,4290,792500
3,1150,9600,1,1150,309212
2,880,1805,2,880,235000
3,1720,8100,2,1720,667000
3,1510,8000,1,1510,470000
4,1240,3000,1,1040,375000
4,1580,9581,1,1580,410000
4,2170,7737,2,2170,566000
4,2500,4950,2,2500,680000
1,960,2640,1,760,332000
4,3030,8507,2,3030,902000
3,1540,10800,1,770,500000
3,1890,32340,1.5,1890,445000
4,2810,9800,1,1710,825000
4,3530,8400,2,2630,1095000
3,1100,8536,1,1100,277000
3,1940,9775,1,1440,545000
3,2300,9521,2,2300,435000
3,2110,3600,2,2110,638000
4,1220,10580,1,1220,418000
3,1750,12325,1,1470,499000
3,1230,8056,1,1230,150000
3,3100,23790,2,3100,759950
3,1830,65340,1,1520,427000
5,2640,7096,2,2640,632500
6,1840,2774,1,1060,660000
4,3190,14565,2,3190,862000
2,1120,2000,1.5,1120,524000
3,1760,6723,1,1160,470000
3,1590,9912,2,1590,385000
4,2120,9603,2,2120,575000
4,2240,9826,1,1370,220000
2,890,2100,1,760,460000
3,2940,5432,3,2440,1712500
3,1220,7300,1,1220,175000
3,2670,7500,1,1640,465000
3,1120,2300,1,820,552000
4,3130,139392,2,3130,565000
4,1740,7500,1,1220,518000
4,3290,5414,2,2360,899950
3,1770,5720,1.5,1140,373000
4,2960,5054,2,2960,385000
2,1200,4880,1,980,245000
4,2400,6000,2,2400,375000
4,2690,6164,2,2690,699850
6,3550,11780,1,2960,450000
2,1310,12196,1.5,1310,455000
4,2610,4160,3,1910,650000
5,2760,8015,1,1600,378000
